player_name,batting_proj,total_runs,batting_strike_rate,bowling_proj,wickets_taken,economy_rate,projected_fantasy_points,role,credits,base_proj,vegas_multiplier,vegas_proj,shift
Sanjida Akter Meghla,0.0,0.0,0.0,111.435,5.0,7.582417582417583,111.435,BOWL,8.5,111.435,0.9920415312341697,110.5481480330797,-0.8868519669203039
Sanjida Islam,59.16,58.0,53.70370370370371,0.0,0.0,0.0,59.16,BAT,8.5,59.16,0.9019605609730045,53.35998678716294,-5.800013212837058
Shafali Verma,551.82,541.0,126.10722610722613,118.56684,5.0,6.152542372881356,670.3868400000001,BAT,8.5,670.3868400000001,0.9801554947713919,657.08334484843,-13.303495151570132
Shaila Sharmin,6.12,6.0,66.66666666666666,0.0,0.0,12.0,6.12,BAT,8.5,6.12,0.9695514203192119,5.933654692353577,-0.1863453076464232
Shamima Sultana,81.6,80.0,78.43137254901961,0.0,0.0,0.0,81.6,BAT,8.5,81.6,1.0347550294156649,84.43601040031825,2.8360104003182585
Sharmin Akhter,189.72,186.0,67.3913043478261,0.0,0.0,0.0,189.72,BAT,8.5,189.72,1.040528095260293,197.4089902327828,7.6889902327828
Shohely Akhter,3.06,3.0,50.0,7.13184,0.0,6.0,10.19184,BOWL,8.5,10.19184,0.8635912029316133,8.801583365686533,-1.3902566343134666
Shorna Akter,146.88,144.0,96.0,51.70584,2.0,7.478260869565218,198.58584,BAT,8.5,198.58584,0.9623837843879414,191.11579222505821,-7.470047774941776
Sidra Ameen,168.3,165.0,78.94736842105263,0.0,0.0,0.0,168.3,BAT,8.5,168.3,1.037757974714271,174.6546671444118,6.354667144411792
Sidra Nawaz,33.660000000000004,33.0,61.11111111111112,0.0,0.0,0.0,33.660000000000004,BAT,8.5,33.660000000000004,1.0009408775740263,33.691669939141725,0.03166993914172167
Soniya Dabir,27.54,27.0,100.0,140.85384000000002,6.0,3.878787878787879,168.39384,BOWL,8.5,168.39384,1.1069469523564965,186.4030479836075,18.009207983607496
Sultana Khatun,0.0,0.0,0.0,0.0,0.0,7.5,0.0,BAT,8.5,0.0,1.0476080894856834,0.0,0.0
Sumaiya Siddiqi,0.0,0.0,0.0,0.0,0.0,9.6,0.0,BAT,8.5,0.0,0.8988803281244289,0.0,0.0
Syeda Aroob Shah,15.3,15.0,62.5,51.70584,2.0,6.454545454545454,67.00584,BOWL,8.5,67.00584,0.8711706242201289,58.373519459194085,-8.632320540805921
T Bhatia,49.98,49.0,72.05882352941177,0.0,0.0,0.0,49.98,BAT,8.5,49.98,1.0427257834618946,52.11543465742549,2.135434657425492
T Brits,609.96,598.0,108.92531876138432,0.0,0.0,0.0,609.96,BAT,8.5,609.96,0.8579533931624865,523.3172516933903,-86.64274830660975
T Chetty,103.02,101.0,82.11382113821138,0.0,0.0,0.0,103.02,BAT,8.5,103.02,1.025732674382039,105.67098011483765,2.650980114837651
T Holder,1.02,1.0,50.0,0.0,0.0,0.0,1.02,BAT,8.5,1.02,1.132069072427487,1.1547104538760369,0.13471045387603686
TD Smartt,3.06,3.0,50.0,163.14084,7.0,5.387755102040817,166.20084,BOWL,8.5,166.20084,1.0226422533627637,169.96400152838416,3.7631615283841597
TJ Vlaeminck,0.0,0.0,0.0,7.13184,0.0,3.230769230769231,7.13184,BOWL,8.5,7.13184,0.9664509778619566,6.892573741955016,-0.23926625804498425
TM McGrath,136.68,134.0,124.07407407407408,73.99284,3.0,6.113207547169811,210.67284,BAT,8.5,210.67284,1.042986465532706,219.7289207753373,9.056080775337279
TS Sekhukhune,3.06,3.0,30.0,51.70584,2.0,6.260869565217391,54.76584,BOWL,8.5,54.76584,0.9874758671474549,54.07994534405877,-0.685894655941226
TT Beaumont,219.3,215.0,91.88034188034187,0.0,0.0,0.0,219.3,BAT,8.5,219.3,1.0136850367947805,222.30112856909537,3.001128569095357
Taj Nehar,9.18,9.0,28.125,0.0,0.0,0.0,9.18,BAT,8.5,9.18,1.1324394426329576,10.39579408337055,1.2157940833705503
Tasmia Rubab,7.140000000000001,7.0,63.63636363636363,44.574000000000005,2.0,9.79591836734694,51.714000000000006,BOWL,8.5,51.714000000000006,0.9658307913402322,49.94697354336877,-1.7670264566312355
Tuba Hassan,68.34,67.0,93.05555555555556,140.85384000000002,6.0,6.574850299401198,209.19384,BOWL,8.5,209.19384,1.138357169147174,238.13730750542686,28.943467505426867
U Thimashini,22.44,22.0,84.61538461538461,0.0,0.0,10.5,22.44,BAT,8.5,22.44,1.1216051925868191,25.16882052164822,2.7288205216482204
Umaima Sohail,85.68,84.0,76.36363636363637,96.27984,4.0,4.891304347826087,181.95984,BOWL,8.5,181.95984,0.9087373404367889,165.35370106790364,-16.60613893209637
V Krishnamurthy,161.16,158.0,106.75675675675676,7.13184,0.0,4.0,168.29184,BAT,8.5,168.29184,0.8708083902625496,146.54994628472258,-21.741893715277428
VR Vanitha,40.8,40.0,117.64705882352942,0.0,0.0,0.0,40.8,BAT,8.5,40.8,0.880233400413228,35.9135227368597,-4.8864772631403
W Liengprasert,11.22,11.0,42.30769230769231,0.0,0.0,17.0,11.22,BAT,8.5,11.22,0.8554665476954649,9.598334665143117,-1.6216653348568837
WGAKK Kulasuriya,1.02,1.0,100.0,73.99284,3.0,6.821052631578947,75.01284,BOWL,8.5,75.01284,0.8783328882267785,65.88624441129322,-9.126595588706778
WK Dilhari,154.02,151.0,98.69281045751634,185.42784,8.0,6.570422535211267,339.44784000000004,AR,8.5,339.44784000000004,1.054902032024907,358.0842161824655,18.636376182465483
Y Fourie,4.08,4.0,57.14285714285714,7.13184,0.0,4.2,11.21184,BOWL,8.5,11.21184,0.8713565945380687,9.7695107209057,-1.4423292790943005
Y van der Westhuizen,6.12,6.0,100.0,0.0,0.0,0.0,6.12,BAT,8.5,6.12,0.9456926890881283,5.787639257219346,-0.3323607427806543
YH Bhatia,63.24,62.0,95.3846153846154,0.0,0.0,0.0,63.24,BAT,8.5,63.24,1.1034625932908364,69.7829743997125,6.542974399712499
Z James,31.62,31.0,129.16666666666669,29.41884,1.0,6.130434782608695,61.03884,BAT,8.5,61.03884,0.8569815807207477,52.309161588560805,-8.729678411439195
Z Mali,2.04,2.0,66.66666666666666,7.13184,0.0,7.0,9.17184,BOWL,8.5,9.17184,1.0943405447766807,10.037116382204552,0.8652763822045522
